Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%),Has_Outlier,Job Title_Encoded,Industry_Encoded,Job Status_Encoded,AI Impact Level_Encoded,Required Education_Encoded,Location_Encoded,Median Salary (USD)_Normalized,Experience Required (Years)_Normalized,Job Openings (2024)_Normalized,Projected Openings (2030)_Normalized,Remote Work Ratio (%)_Normalized,Automation Risk (%)_Normalized,Gender Diversity (%)_Normalized
Ecologist,Education,Increasing,Low,101582.62,Master’s Degree,17,2010,4265,76.32,33.41,USA,34.36,False,178,0,1,1,3,7,0.3331059154523013,1.1465190853858058,-1.0589587926337105,-0.28230150651771824,0.9142919590333694,-0.5823186607020386,-0.9042097430981467
"Engineer, civil (contracting)",Finance,Increasing,High,126030.56,High School,16,6398,9686,10.28,45.75,India,67.3,False,203,2,1,0,2,5,1.043565567982176,0.9815182815673964,0.47479106013818484,1.6088530126811855,-1.3656062576507106,-0.15316709271926454,1.002660720281304
Hospital pharmacist,IT,Increasing,Low,63660.78,High School,8,6427,2431,35.98,45.38,Germany,64.92,False,301,4,1,1,2,4,-0.7689066577826422,-0.33848814897987917,0.4849275108515816,-0.9221054888476924,-0.478365431351788,-0.16603468430383708,0.8648844087195832
Police officer,Healthcare,Increasing,Low,73217.2,Bachelor’s Degree,14,1024,4511,36.72,75.12,USA,79.33,False,443,3,1,1,1,7,-0.49119610905626504,0.6515166739305776,-1.4035981168892002,-0.19648265174499543,-0.452818419232675,0.86824146089938,1.6990678749399195
Research scientist (maths),Healthcare,Increasing,Moderate,94919.8,Bachelor’s Degree,12,1339,8007,18.1,67.66,India,31.77,False,508,3,1,2,1,5,0.13948368052906868,0.32151506629375864,-1.293495290174718,1.0231218860006914,-1.095636480932517,0.608802992734753,-1.0541427880329608
"Lighting technician, broadcasting/film/video",Education,Decreasing,High,108805.77,High School,3,6086,1278,13.71,94.72,India,23.89,False,350,0,0,0,2,5,0.5430113978435036,-1.1634921680719263,0.3657368317733646,-1.3243377634531777,-1.2471924041796871,1.5498760421362008,-1.5103097355566424
Radiation protection practitioner,Education,Decreasing,Moderate,56786.75,Bachelor’s Degree,2,6513,5031,84.53,97.18,Brazil,61.5,False,494,0,0,2,1,1,-0.968666677043158,-1.3284929718903358,0.5149873302085513,-0.015076942469321203,1.1977257015981229,1.6354281375363326,0.6669033223577822
Database administrator,Healthcare,Decreasing,Moderate,132524.15,High School,7,9910,1918,96.0,71.28,Australia,29.85,False,152,3,0,2,2,0,1.232269961688618,-0.5034889527982885,1.702350194808854,-1.1010691981908094,1.5937043894443736,0.7346967266162477,-1.1652900645869542
Advice worker,Entertainment,Increasing,Moderate,143518.25,Bachelor’s Degree,3,4866,2662,30.27,46.55,Canada,53.4,False,23,1,1,2,1,2,1.5517596391779565,-1.1634921680719263,-0.06069316375574033,-0.8415194910733063,-0.6754917005411595,-0.12534527307694543,0.19800074939562207
Meteorologist,Finance,Increasing,Low,59422.0,Associate Degree,19,4293,8258,62.32,66.46,China,70.41,False,380,2,1,1,0,3,-0.8920860408288449,1.4765206930226247,-0.2609754485411314,1.1106850264395265,0.43097010813123265,0.5670702632712741,1.1826961526161581
Aeronautical engineer,Entertainment,Decreasing,Moderate,47620.87,Associate Degree,12,9748,5026,96.93,42.37,China,51.55,False,24,1,0,2,0,3,-1.2350280931759907,0.32151506629375864,1.6457258839271205,-0.016821228135433457,1.6258107695400157,-0.27071428070806336,0.09090571729932616
"Administrator, local government",Education,Increasing,Moderate,108313.35,PhD,11,3020,7776,72.28,52.13,China,47.94,False,15,0,1,2,4,3,0.5287016219646868,0.1565142624753492,-0.705930681580927,0.9425358882263053,0.7748190820587529,0.06871191892823135,-0.11807431830479699
Museum/gallery conservator,IT,Decreasing,High,115733.83,Master’s Degree,8,245,1348,82.8,82.18,USA,51.48,False,389,4,0,0,3,7,0.7443415344646718,-0.33848814897987917,-1.6758841550180303,-1.2999177641276063,1.1380009300223586,1.1137690192428473,0.08685347284162846
Technical author,Transportation,Increasing,Low,74976.7,PhD,9,6805,8708,54.31,48.3,Germany,59.53,False,591,7,1,1,4,4,-0.4400648579722754,-0.17348734516146969,0.61705090290896,1.2676707363896291,0.15444096343651006,-0.06448504260937211,0.5528615854768618
Multimedia specialist,IT,Increasing,Moderate,45128.7,PhD,17,3983,4328,28.97,59.57,Germany,62.93,False,387,4,1,2,4,4,-1.3074508098648152,1.1465190853858058,-0.3693306113395105,-0.26032350712470387,-0.7203715866963579,0.32745484160180005,0.7496848877078919
Counsellor,Retail,Increasing,High,86685.95,High School,3,2123,8756,6.46,98.3,China,21.56,False,144,6,1,0,2,3,-0.09979284788122329,-1.1634921680719263,-1.0194615881297853,1.2844158787843067,-1.4974840769682938,1.6743786850355793,-1.6451915867914366
"Engineer, maintenance (IT)",Entertainment,Decreasing,Low,65110.03,Associate Degree,20,9241,7360,97.91,61.47,Germany,32.58,False,212,1,0,1,0,4,-0.7267913036289212,1.6415214968410343,1.4685127628342876,0.7974113208057659,1.659643299103165,0.39353166325230815,-1.0072525307367448
Fish farm manager,Healthcare,Decreasing,Moderate,95591.96,Bachelor’s Degree,19,5099,3767,3.67,29.38,UK,66.3,False,254,3,0,2,1,6,0.15901671930634328,1.4765206930226247,0.02074797473465429,-0.45603235886249854,-1.5938032172552197,-0.7224710771502216,0.9447715137427658
Ambulance person,Entertainment,Increasing,Low,115218.06,Master’s Degree,11,5664,726,79.7,14.22,Germany,54.18,False,32,1,1,1,3,4,0.7293532051827226,0.1565142624753492,0.21823399725428075,-1.5169069009919705,1.0309796630368857,-1.2496945593721709,0.24315433049568197
Multimedia programmer,Manufacturing,Decreasing,High,91153.53,Bachelor’s Degree,17,5543,7847,42.83,97.81,China,45.09,False,386,5,0,0,1,3,0.030035486712587853,1.1465190853858058,0.17594053048459082,0.9673047446850993,-0.2418829543032424,1.657337820504659,-0.2830585569396308
Higher education lecturer,Manufacturing,Increasing,Moderate,39821.63,Master’s Degree,9,8656,1839,18.11,68.75,Australia,48.13,False,292,5,1,2,3,0,-1.4616748102571477,-0.17348734516146969,1.2640360846502494,-1.128628911715383,-1.0952912510390156,0.6467102219974131,-0.10707536906247443
Quantity surveyor,Manufacturing,Increasing,High,95652.17,Master’s Degree,18,2147,200,91.86,39.85,China,79.28,False,491,5,1,0,3,3,0.1607664281030279,1.3115198892042153,-1.0110728013324914,-1.7004057530669794,1.4507792135347417,-0.35835301258136876,1.6961734146129928
"Surveyor, commercial/residential",IT,Increasing,Low,74928.04,Bachelor’s Degree,8,6224,4765,97.13,51.86,USA,67.83,False,569,4,1,1,1,7,-0.44147892258025895,-0.33848814897987917,0.4139723558578043,-0.10787293990649302,1.6327153674100459,0.059322054798948504,1.0333419997467295
Database administrator,Finance,Decreasing,High,30082.02,Bachelor’s Degree,18,5061,2666,95.49,53.61,Brazil,36.82,False,152,2,0,0,1,1,-1.744708879237049,1.3115198892042153,0.007465728972272335,-0.8401240625404165,1.5760976648757956,0.1201822852665218,-0.7618022950133425
Senior tax professional/tax inspector,Healthcare,Decreasing,High,68534.6,Associate Degree,0,2239,2287,16.95,11.31,UK,35.16,False,542,3,0,0,0,6,-0.627272946979476,-1.6584945795271546,-0.9789157852761982,-0.9723409160317252,-1.1353379186851928,-1.350896428321107,-0.8578983778673163
Interpreter,Education,Increasing,Moderate,100364.95,High School,9,3614,7433,83.06,9.25,UK,57.36,False,327,0,1,2,2,6,0.2977202999323003,-0.17348734516146969,-0.49830820834790374,0.8228778915310048,1.1469769072533984,-1.4225376139000792,0.4272420072882337
Animator,Finance,Increasing,Low,56683.32,Master’s Degree,7,9468,1197,73.55,12.79,UK,33.48,False,37,2,1,1,3,6,-0.9716723634879532,-0.5034889527982885,1.5478567046253586,-1.3525951912441962,0.8186632785334467,-1.2994260619828166,-0.9551522448520605
"Exhibitions officer, museum/gallery",Entertainment,Increasing,Moderate,40113.86,PhD,1,5842,4041,99.69,29.24,India,43.07,False,238,1,1,2,4,5,-1.453182576381459,-1.4934937757087452,0.2804508326675436,-0.36044550435954714,1.7210942201464368,-0.7273398955876276,-0.39999475414747826
Museum/gallery exhibitions officer,Finance,Decreasing,High,122712.77,PhD,13,7452,533,38.31,12.64,Germany,57.39,False,391,2,0,0,4,4,0.9471502491223013,0.48651587011216807,0.8431986136526738,-1.5842363277039033,-0.39792686616593215,-1.3046426531657513,0.4289786834843899
Press sub,Manufacturing,Increasing,Low,138559.19,PhD,2,1865,7124,8.34,6.68,Germany,78.01,False,447,5,1,1,4,4,1.4076488452020715,-1.3284929718903358,-1.1096410462006943,0.7150810373652676,-1.432580856990007,-1.5119152095010295,1.6226541223090494
Automotive engineer,Healthcare,Increasing,Low,111482.46,Bachelor’s Degree,3,7139,2848,72.38,85.15,China,61.77,False,56,3,1,1,1,3,0.6207962847227332,-1.1634921680719263,0.7337948525046329,-0.7766320642939305,0.778271380993768,1.2170575246649573,0.6825334081231877
Counselling psychologist,Transportation,Decreasing,Low,62522.17,High School,9,426,2184,0.43,1.31,UK,53.4,False,143,7,0,1,2,6,-0.8019947815659565,-0.17348734516146969,-1.6126187212551057,-1.0082732007536377,-1.7056577027497144,-1.6986691738500972,0.19800074939562207
Contractor,Education,Decreasing,Low,44542.32,Associate Degree,12,3008,5292,93.08,56.09,Germany,55.49,False,137,0,0,1,0,4,-1.3244910730137949,0.32151506629375864,-0.7101250749795739,0.07597476930173837,1.4928972605419277,0.20642992615771152,0.31898919106116724
Animal nutritionist,Education,Increasing,Low,115671.06,High School,18,5068,1631,49.36,73.57,Canada,33.37,False,35,0,1,1,2,2,0.742517431804517,1.3115198892042153,0.00991245845481638,-1.2011911954256527,-0.016447833846745592,0.8143366853423862,-0.9615200575712998
Youth worker,Manufacturing,Increasing,Moderate,43802.25,Associate Degree,15,8052,7954,65.03,86.35,India,24.81,False,638,5,1,2,0,5,-1.3459975833802218,0.816517477748987,1.0529182835850206,1.0046324579399015,0.5245274092701463,1.258790254128436,-1.4570516655411874
"Scientist, research (maths)",Healthcare,Decreasing,High,132375.17,Bachelor’s Degree,11,847,9885,81.56,1.97,USA,79.69,False,534,3,0,0,1,7,1.2279405875559144,0.1565142624753492,-1.4654654195192425,1.6782755821924533,1.0951924232281696,-1.6757161726451841,1.7199079892937934
Horticultural consultant,Finance,Increasing,High,137288.73,PhD,10,7120,7702,9.61,26.54,China,35.75,False,296,2,1,0,4,3,1.3707291468490364,-0.008486541343060247,0.727153729623442,0.9167204603678439,-1.388736660515313,-0.8212385368804549,-0.8237437460095784
Music therapist,Finance,Increasing,Moderate,31798.64,High School,9,7886,3875,77.57,16.72,USA,71.87,False,392,2,1,2,2,7,-1.6948237253661778,-0.17348734516146969,0.9948958415704046,-0.4183557884744739,0.9574456957210602,-1.1627513729899235,1.2672143941624243
Careers adviser,Entertainment,Decreasing,Low,95635.67,Bachelor’s Degree,0,6192,575,8.04,11.56,Australia,68.89,False,79,1,0,1,1,0,0.1602869364048831,-1.6584945795271546,0.40278730679474584,-1.5695843281085604,-1.4429377537950527,-1.3422021096828822,1.09470455867758
Paediatric nurse,Manufacturing,Increasing,Low,103114.26,Associate Degree,6,4262,7171,27.99,72.44,Germany,64.8,False,420,5,1,1,0,4,0.3776155314854254,-0.6684897566166981,-0.27181096482096934,0.7314773226267227,-0.7542041162595076,0.7750383650976105,0.8579377039349584
Research scientist (physical sciences),Finance,Decreasing,High,129182.71,PhD,11,9680,9221,56.75,46.68,USA,54.16,False,510,2,0,0,4,7,1.1351673713947357,0.1565142624753492,1.6219576546681211,1.4466344457327462,0.23867705745088244,-0.12082422738506846,0.24199654636491102
"Programmer, applications",Education,Increasing,Low,124163.37,PhD,10,6069,2051,92.95,26.41,UK,64.49,False,466,0,1,1,4,6,0.9893048344149611,-0.008486541343060247,0.35979477445861474,-1.0546711994722235,1.4884092719264082,-0.8257595825723317,0.8399920499080114
Child psychotherapist,IT,Decreasing,High,86255.49,Bachelor’s Degree,19,6848,6126,78.17,6.46,China,21.4,False,101,4,0,0,1,3,-0.11230205978324874,1.4765206930226247,0.6320808125874449,0.366921618409262,0.978159489331152,-1.5195662099026674,-1.6544538598376028
Early years teacher,Healthcare,Decreasing,Low,98270.84,Associate Degree,14,2100,4815,78.0,3.09,USA,35.38,False,177,3,0,1,0,7,0.23686524781096266,0.6515166739305776,-1.0275008421438585,-0.0904300832453705,0.972290581141626,-1.6367656251459373,-0.8451627524288375
Armed forces technical officer,Entertainment,Increasing,High,125777.17,Master’s Degree,11,8080,8549,88.61,18.83,Canada,41.76,False,46,1,1,0,3,2,1.0362020285038174,0.1565142624753492,1.0627052015151968,1.2122024522072594,1.3385794981467456,-1.0893713236833065,-0.47582961471296353
Electrical engineer,IT,Increasing,High,96517.87,Associate Degree,9,2440,4924,50.73,76.44,USA,71.39,False,189,4,1,0,0,7,0.18592375919902662,-0.17348734516146969,-0.9086596958488621,-0.0524046557241234,0.030848661562963436,0.9141474633092066,1.2394275750239259
Statistician,Education,Decreasing,Moderate,66108.46,Master’s Degree,19,5190,9121,78.7,11.59,Germany,79.76,False,563,0,0,2,3,4,-0.6977768250726335,1.4765206930226247,0.05255545800772687,1.4117487324105011,0.996456673686733,-1.3411587914462955,1.7239602337514914
Ambulance person,Manufacturing,Decreasing,Moderate,42123.55,PhD,11,3375,9427,81.03,27.86,USA,34.02,False,32,5,0,2,4,7,-1.3947807781484478,0.1565142624753492,-0.5818465435376218,1.518499015176571,1.0768952388725885,-0.7753325344706282,-0.9238920733212496
Advertising account executive,Retail,Increasing,Moderate,79247.56,Bachelor’s Degree,18,148,4850,97.16,63.98,USA,52.83,False,19,6,1,2,1,7,-0.31595322682446736,1.3115198892042153,-1.7097888349904264,-0.07822008358258474,1.6337510570905505,0.48082262238008466,0.16500390166865522
Electronics engineer,Finance,Decreasing,High,135527.8,Master’s Degree,13,1496,6566,48.89,91.28,Canada,20.47,False,190,2,0,0,3,2,1.3195563398178736,0.48651587011216807,-1.2386186432090875,0.5204187570271402,-0.03267363884131729,1.4302422176742282,-1.7082908219184434
Advertising account planner,Healthcare,Increasing,Low,103605.72,PhD,19,8653,9418,82.02,16.14,Brazil,73.22,False,20,3,1,1,4,1,0.39189740966544123,1.4765206930226247,1.2629874863005877,1.515359300977569,1.1110729983292396,-1.1829221922306048,1.3453648229894508
Ergonomist,IT,Decreasing,High,125240.22,Bachelor’s Degree,20,3266,7064,90.05,75.5,Germany,64.37,False,232,4,0,0,1,4,1.020598206242068,1.6415214968410343,-0.6199456169086648,0.6941496093719206,1.3882926028109652,0.8814568252294815,0.8330453451233873
Community arts worker,Education,Decreasing,Low,84259.31,Bachelor’s Degree,18,4979,5010,81.84,82.85,Germany,51.08,False,123,0,0,1,1,4,-0.17031125602583977,1.3115198892042153,-0.021195959251815045,-0.022402942266992663,1.1048588602462124,1.1370697931932892,0.06369779022621323
Accounting technician,Manufacturing,Increasing,Moderate,143698.64,High School,19,7183,880,26.95,62.03,Brazil,69.01,False,6,5,1,2,2,1,1.5570017911433112,1.4765206930226247,0.7491742949663384,-1.463182902475713,-0.7901080251836663,0.4130069370019317,1.1016512634622049
Magazine features editor,Finance,Decreasing,Moderate,137199.79,Master’s Degree,10,2277,424,5.01,60.0,UK,34.43,False,356,2,0,2,3,6,1.368144541295521,-0.008486541343060247,-0.9656335395138163,-1.6222617552251504,-1.5475424115260152,0.3424090696595466,-0.900157498640449
"Engineer, building services",Education,Decreasing,High,66477.58,Associate Degree,11,9791,2123,54.69,50.28,USA,20.69,False,200,0,0,0,0,7,-0.68705015988359,0.1565142624753492,1.6607557936056052,-1.0295534858802071,0.1675596993895679,0.004373961005368099,-1.6955551964799649
"Administrator, local government",Entertainment,Decreasing,High,89399.03,High School,17,6622,6520,85.77,30.99,Canada,54.39,False,15,1,0,0,2,2,-0.020950463856812485,1.1465190853858058,0.5530864035795943,0.5043713288989075,1.2405342083923119,-0.6664796651200543,0.25531106386877506
Bookseller,Entertainment,Increasing,Moderate,89906.41,Bachelor’s Degree,11,3007,8110,82.73,52.83,India,50.56,False,66,1,1,2,1,5,-0.0062059488383442146,0.1565142624753492,-0.7104746077627945,1.0590541707226038,1.1355843207678482,0.09305601111526052,0.033595402826173563
Cabin crew,Transportation,Increasing,Low,101774.94,Master’s Degree,18,4674,3718,91.55,62.82,UK,62.46,False,76,7,1,1,3,6,0.33869475444546593,1.3115198892042153,-0.12780345813409127,-0.4731263583903986,1.4400770868361943,0.44048098389872187,0.722476960634779
Cartographer,Healthcare,Increasing,High,131835.84,PhD,16,6314,3279,65.18,86.96,UK,42.78,False,81,3,1,0,4,6,1.2122676022492198,0.9815182815673964,0.4454303063476563,-0.6262746398750544,0.5297058576726694,1.2800043916057042,-0.4167826240436543
Pensions consultant,IT,Increasing,Moderate,72306.22,PhD,4,1169,9952,93.25,52.89,USA,45.55,False,427,4,1,2,4,7,-0.5176692816123848,-0.9984913642535169,-1.3529158633222165,1.7016490101183575,1.4987661687314537,0.09514264758843455,-0.2564295219319035
"Biochemist, clinical",Healthcare,Increasing,Low,144453.63,Master’s Degree,17,2732,8497,78.88,58.41,Germany,34.24,False,62,3,1,1,3,4,1.5789418782452724,1.1465190853858058,-0.8065961231484533,1.1940618812796921,1.0026708117697603,0.28711320312043703,-0.9111564478827712
"Designer, ceramics/pottery",IT,Increasing,Moderate,90734.3,High School,20,9306,2830,65.81,29.91,Brazil,52.0,False,156,4,1,2,2,1,0.017852619766329948,1.6415214968410343,1.4912323937436252,-0.7829114926919346,0.5514553409632654,-0.7040391216371852,0.11695586024166855
Dramatherapist,Entertainment,Increasing,Moderate,102041.25,Associate Degree,4,7973,2664,21.48,97.04,USA,67.23,False,175,1,1,2,0,7,0.3464337504535234,-0.9984913642535169,1.0253051937105948,-0.8408217768068614,-0.9789487769290012,1.630559319098927,0.9986084758236068
Herbalist,Transportation,Increasing,Moderate,32631.51,High School,7,918,374,5.79,55.59,UK,39.75,False,288,7,1,2,2,6,-1.6706204374489728,-0.5034889527982885,-1.4406485919105814,-1.639704611886273,-1.5206144798328962,0.189041288881262,-0.5921869198554254
Water engineer,Finance,Decreasing,Moderate,110089.08,Bachelor’s Degree,16,7984,4961,89.47,8.02,Australia,37.78,False,633,2,0,2,1,0,0.5803045185190334,0.9815182815673964,1.0291500543260212,-0.039496941794892736,1.3682692689878768,-1.4653136616001448,-0.7062286567363457
Training and development officer,Finance,Decreasing,High,31374.53,PhD,5,2519,1191,42.86,78.34,China,62.35,False,621,2,0,0,4,3,-1.707148405614675,-0.8334905604351075,-0.8810466059744364,-1.354688334043531,-0.24084726462273776,0.9802242849597149,0.7161091479155398
Museum education officer,Education,Decreasing,High,106745.24,Master’s Degree,19,5590,5737,95.49,44.25,China,74.34,False,388,0,0,0,3,3,0.483132183978148,1.4765206930226247,0.192368571295958,0.2312161935857288,1.5760976648757956,-0.20533300454861309,1.410200734312614
"Therapist, music",Entertainment,Increasing,High,118420.93,Master’s Degree,3,3071,6973,70.01,82.6,Canada,22.32,False,608,1,1,0,3,2,0.8224289370152761,-1.1634921680719263,-0.6881045096366775,0.6624036102486776,0.6964518962339067,1.1283754745550645,-1.6011957898221476
Materials engineer,Healthcare,Decreasing,Moderate,148555.76,Bachelor’s Degree,3,5613,3240,93.38,19.31,Australia,41.79,False,366,3,0,2,1,0,1.6981501982277487,-1.1634921680719263,0.20040782531003126,-0.63988006807073,1.5032541573469735,-1.072678231897915,-0.47409293851680734
